employee_id,name,gender,age,department,designation,joining_date,salary,bonus,projects_assigned,performance_score,training_completed,promotion_eligible,leaves_taken,remote_work_days,skills
114.0,Ian Clark,female,,finance,senior analyst,20-May-2019,117501,,Project X,2.4,,No,19,,"python, excel"
113.0,Frank Wilson,female,45 years,HR,senior analyst,2019-05-20,42648,,"Project X, Project D",4.7,,Yes,4,5,
195.0,David Miller,M,29 years,Operations,Intern,2019-05-20,108878,0.12,"Project A, Project Z",2.4,N/A,Yes,,0,"python, excel"
170.0,IAN CLARK,,51 years,Finance,Jr Analyst,01/15/2020,107018,,"Project Y, Project D",,Yes,,0,5 days,"SQL, Tableau"
119.0, Ian Clark ,f,52 years,Finance,manager,15-Jan-2020,,,Project A,3.0,,Yes,,0,"SQL, Tableau"
134.0,john doe,F,32,Finance;IT,Intern,15-Jan-2020,33835,0.12,"Project C, Project D",,N/A,Pending,,,R;PowerBI
136.0,Ian Clark,female,25,finance;HR,Intern,2019-05-20,,11%,"Project X, Project Z",,Yes,Pending,,5,
177.0,ALICE SMITH,f,59 years,Sales,Intern,20-May-2019,,7%,"Project X, Project Z",,N/A,Yes,,0,R;PowerBI
126.0,Charlie Brown,female,58,IT,manager,2020-01-15,76163,0.15,Project B,1.8,N/A,Yes,9,0 days,R;PowerBI
191.0,Charlie Brown,female,,finance,manager,20-May-2019,95619,,"Project Y, Project Z",,No,No,4,,R;PowerBI
143.0, david miller ,M,30 years,hr,manager,2019-05-20,96179,19%,Project A,,N/A,Pending,,1 days,"SQL, Tableau"
126.0,Alice Smith,,29 years,finance,senior analyst,05/20/2019,42989,0.06,Project B,3.1,N/A,No,,2 days,R;PowerBI
187.0, BOB JOHNSON ,F,50,IT,Manager,15-Jan-2020,99315,,"Project X, Project D",3.7,,No,20,0,Excel;Python
181.0,CHARLIE BROWN,F,38,finance,Intern,05/20/2019,,,Project Y,4.8,No,,0,,"python, excel"
133.0,Bob Johnson,male,,IT,manager,20-May-2019,52514,0.07,Project B,1.5,Yes,No,,2 days,Excel;Python
164.0,Hannah Martin,,,,Jr Analyst,01/15/2020,42934,15%,Project Y,3.3,N/A,Pending,4,,Excel;Python
162.0,Alice Smith,M,,hr,Sr Analyst,2019-05-20,,,"Project B, Project D",1.3,Yes,No,,5,"python, excel"
132.0, Bob Johnson ,f,,hr,Sr Analyst,20-May-2019,78033,6%,"Project X, Project D",,,Pending,,5 days,R;PowerBI
106.0,John Doe,M,52 years,finance,Jr Analyst,20-May-2019,87627,11%,"Project B, Project D",2.6,Y,Pending,15,3,
111.0,Frank Wilson,f,,finance,Jr Analyst,01/15/2020,,,Project A,,Y,,11,3 days,"python, excel"
181.0,grace lee,F,,hr,Jr Analyst,2020-01-15,,0.15,"Project X, Project Z",3.0,No,No,,1 days,"SQL, Tableau"
154.0,IAN CLARK,male,54 years,Sales,Manager,2020-01-15,58085,,"Project B, Project Z",,Y,No,,2,"SQL, Tableau"
135.0,Grace Lee,male,53,Operations,Sr Analyst,20-May-2019,83422,0.14,"Project X, Project Z",,N/A,Yes,,5 days,
105.0,David Miller,F,53,,Manager,2019-05-20,71193,0.07,"Project A, Project Z",3.9,Yes,Yes,20,5 days,R;PowerBI
100.0,JOHN DOE,female,43,finance;IT,manager,05/20/2019,91066,6%,"Project C, Project Z",,No,Yes,,,"SQL, Tableau"
142.0, CHARLIE BROWN ,M,,Operations,Sr Analyst,01/15/2020,98121,0.15,"Project X, Project D",4.0,No,Yes,,,R;PowerBI
198.0,David Miller,male,46,IT,Jr Analyst,2020-01-15,,,"Project B, Project D",1.7,Yes,,12,0,R;PowerBI
116.0,DAVID MILLER,,51 years,Operations;IT,Manager,20-May-2019,67784,0.17,"Project C, Project Z",,,,,3,Excel;Python
181.0, Grace Lee ,female,58,Sales,senior analyst,2019-05-20,,11%,Project C,4.6,Yes,Yes,,4,"python, excel"
133.0,ALICE SMITH,f,50 years,HR,Sr Analyst,05/20/2019,94711,0.05,"Project A, Project Z",,No,No,6,,"SQL, Tableau"
120.0,Charlie Brown,,,Operations,Intern,2020-01-15,,5%,"Project X, Project Z",2.7,N/A,Pending,,5 days,"python, excel"
194.0,David Miller,male,28 years,IT;Finance,Jr Analyst,15-Jan-2020,,,"Project A, Project D",,,Pending,19,4 days,"python, excel"
156.0,IAN CLARK,f,,hr;Finance,Jr Analyst,05/20/2019,88190,16%,Project Y,4.5,,Yes,20,4 days,
170.0,Charlie Brown,female,57,hr,manager,05/20/2019,,11%,"Project B, Project Z",3.7,Yes,No,,0 days,R;PowerBI
190.0,Frank Wilson,f,,Sales;Finance,Manager,20-May-2019,,,Project Y,,Yes,No,14,,
154.0,ALICE SMITH,female,,Finance,manager,01/15/2020,54744,,"Project C, Project Z",,No,Yes,16,3,Excel;Python
171.0,Hannah Martin,f,43 years,Sales,senior analyst,2019-05-20,,12%,Project B,,Yes,Pending,,0 days,
101.0,Charlie Brown,M,36 years,hr,Intern,20-May-2019,53500,10%,Project A,1.4,Yes,Yes,,3,"SQL, Tableau"
114.0,Bob Johnson,male,,IT,senior analyst,2020-01-15,,5%,Project B,,Yes,,20,0 days,
109.0,David Miller,male,,Finance,manager,20-May-2019,118092,17%,"Project Y, Project D",4.3,No,,10,,"python, excel"
,BOB JOHNSON,female,45,Operations;HR,Sr Analyst,20-May-2019,,0.19,Project B,4.0,N/A,No,8,1 days,"python, excel"
119.0,ALICE SMITH,f,28,finance;IT,Sr Analyst,2020-01-15,98506,0.09,"Project A, Project Z",,No,Pending,,2 days,"python, excel"
169.0,JOHN DOE,F,,hr,manager,15-Jan-2020,45626,,Project C,,Y,Yes,18,1 days,"SQL, Tableau"
104.0, bob johnson ,,,finance,Intern,2019-05-20,,18%,Project B,,Yes,Yes,,,"python, excel"
147.0,David Miller,,45,Finance,Intern,05/20/2019,107405,8%,"Project B, Project D",,Y,Yes,5,4,
174.0,Ian Clark,male,32,Sales,manager,05/20/2019,52114,0.08,Project X,2.5,Y,,,5,R;PowerBI
170.0,ian clark,f,28 years,HR,Sr Analyst,05/20/2019,77672,0.1,Project C,,,Yes,5,4,Excel;Python
118.0,David Miller,f,34,finance;HR,Manager,05/20/2019,74385,,Project Y,,No,Yes,,2,Excel;Python
155.0,Grace Lee,M,35 years,HR,Intern,2020-01-15,,0.18,"Project C, Project D",1.5,Y,No,,2,R;PowerBI
116.0,Alice Smith,,34,IT,Intern,05/20/2019,46090,9%,"Project X, Project Z",,No,Yes,2,0 days,"python, excel"
105.0,GRACE LEE,F,,Sales;HR,manager,05/20/2019,,,Project Y,4.4,,,2,1 days,R;PowerBI
139.0,David Miller,male,29 years,finance,Intern,20-May-2019,,20%,Project Y,2.4,N/A,No,,4,"SQL, Tableau"
146.0, Frank Wilson ,M,,Finance;Finance,Jr Analyst,20-May-2019,,,Project B,,N/A,Pending,1,1,"SQL, Tableau"
105.0,David Miller,F,30,finance;Finance,Manager,01/15/2020,,0.08,"Project B, Project D",2.4,Yes,Pending,7,,"python, excel"
145.0,Hannah Martin,male,,Finance,manager,20-May-2019,,0.12,Project B,,Yes,,,0 days,"SQL, Tableau"
126.0,HANNAH MARTIN,M,59 years,HR,Jr Analyst,2020-01-15,,0.1,"Project X, Project D",,Yes,Yes,14,,"python, excel"
187.0,Grace Lee,F,,Operations;HR,Jr Analyst,01/15/2020,,0.16,"Project B, Project Z",,Y,Pending,17,,R;PowerBI
131.0, grace lee ,male,,finance,manager,20-May-2019,44160,0.09,Project Y,4.9,,Pending,10,,"python, excel"
185.0,ALICE SMITH,,28 years,IT,manager,2020-01-15,,6%,Project X,,No,,,2,
113.0,IAN CLARK,F,60 years,,manager,2019-05-20,95178,0.18,"Project B, Project D",,N/A,No,,0 days,"python, excel"

